fecha_dato,AC,C_C,NM,CV
2017-01-02 22:00:00,0.64,IN,12,RB73-2223
2017-01-02 22:00:00,0.87,IN,12,RB73-2223
2017-01-03 22:00:00,2.25,IN,9,CC92-2804
2017-01-03 22:00:00,3,IN,17,CC85-92
2017-01-07 22:00:00,3.15,IN,25,CC01-1940
2017-01-12 22:00:00,0.55,IN,9,CC85-92
2017-01-15 22:00:00,11.15,IN,17,CC85-92
2017-01-25 22:00:00,6.59,IN,21,CC93-4418
2017-01-25 22:00:00,2.25,IN,21,CC93-4418
2017-01-25 22:00:00,2.74,IN,17,CC85-92
2017-01-28 20:00:00,0.87,IN,12,RB73-2223
2017-01-29 21:00:00,3.16,IN,17,CC85-92
2017-01-31 12:00:00,0.21,IN,12,RB73-2223
2017-02-10 15:00:00,1.4,IN,12,CC93-4418
2017-02-03 22:00:00,11.54,IN,17,CC85-92
2017-02-03 22:00:00,17.31,IN,17,CC92-2804
2017-02-05 00:00:00,0.95,IN,9,CC85-92
2017-02-06 22:00:00,10.96,IN,21,CC01-1940
2017-02-07 20:00:00,15.02,IN,12,CC85-92
2017-05-29 21:00:00,1.5,IN,21,CC8592
2017-05-25 20:00:00,1.2,IN,17,CC 85-92
2017-05-27 22:00:00,9.83,IN,17,CC 85-92
2017-05-21 18:00:00,0.86,IN,17,CC 85-92
2017-05-26 03:00:00,0.4,IN,17,CC 85-92
2017-05-29 23:00:00,8.3,IN,17,CC 85-92
2017-05-24 13:00:00,2.92,IN,6,CC 01-746
2017-05-24 16:00:00,3.11,IN,9,CC 85-92
2017-05-24 20:00:00,0.8,IN,9,CC 85-92
2017-05-24 20:00:00,0.1,IN,9,CC 85-92
2017-05-29 23:00:00,2,IN,9,CC 85-92
2017-05-17 18:00:00,0.2,IN,17,CC 01-1940
2017-05-06 21:00:00,2.7,IN,17,CC 00-3257
2017-05-06 21:00:00,0.2,IN,17,CC 00-3257
2017-05-23 18:00:00,0.5,IN,17,CC 00-3257
2017-05-23 10:00:00,6,IN,17,CC 01-1940
2017-05-28 20:00:00,2.5,IN,17,CC 85-92
2017-05-27 12:00:00,0.01,IN,9,CC 93-4418
2017-05-26 16:00:00,1.5,IN,18,CC 85-92
2017-05-24 19:00:00,2.5,IN,18,CC 85-92
2014-06-14 16:00:00,1.3,IN,6,CC85-92
2014-06-22 22:00:00,4.44,IN,13,CC85-92
2014-06-22 22:00:00,3,IN,13,CC01-1940
2014-06-22 21:00:00,0.3,IN,6,CC93-4418
2014-06-22 21:00:00,1.4,IN,6,CC93-4418
2014-06-22 21:00:00,0.4,IN,7,CC93-4418
2014-06-23 11:00:00,14.32,IN,7,CC85-92
2014-06-14 16:00:00,1.28,IN,6,CC93-4418
2014-06-14 16:00:00,3.08,IN,6,CC93-4418
2014-06-14 13:00:00,4.6,IN,13,CC84-75
2014-06-16 16:00:00,1.49,IN,6,CC85-92
2014-06-16 16:00:00,3.95,IN,6,CC85-92
2014-06-16 16:00:00,1.13,IN,6,CC85-92
2014-06-16 16:00:00,1.31,IN,6,CC85-92
2014-06-16 16:00:00,0.98,IN,6,CC05-940
2014-06-08 20:00:00,23.89,IN,4,CC85-92
2014-06-08 20:00:00,11.32,IN,4,CC85-92
2014-06-27 23:00:00,0.5,IN,17,CC85-92
2014-06-09 20:00:00,3.27,IN,4,CC85-92
2014-06-09 20:00:00,8.02,IN,12,CC85-92
2014-06-12 21:00:00,4.48,IN,4,CC85-92
2014-06-12 21:00:00,6.73,IN,4,CC01-1228
2014-06-01 00:00:00,0.6,IN,9,CC85-92
2014-06-01 05:00:00,2,IN,24,CC85-92
2014-06-04 18:00:00,11.15,IN,9,CC85-92
2014-06-04 18:00:00,3,IN,9,CC85-92
2014-06-13 20:00:00,8.1,IN,17,CC85-92
2014-06-13 20:00:00,3,IN,17,CC93-4418
2014-06-15 22:00:00,13.8,IN,9,CC85-92
2014-06-16 22:00:00,2.4,IN,11,CC01-1228
2014-06-16 22:00:00,3.4,IN,21,CC85-92
2014-06-23 18:00:00,3,IN,11,CC85-92
2014-06-23 00:00:00,10.52,IN,11,CC85-92
2014-06-28 21:00:00,13.36,IN,9,CC85-92
2014-06-28 21:00:00,13.53,IN,9,CC85-92
2014-06-28 22:00:00,2.6,IN,12,CC85-92
2014-06-21 22:00:00,2.7,IN,11,CC85-92
2014-06-20 22:00:00,2,IN,19,CC 8592
2014-06-21 23:00:00,3.06,IN,21,CC 8592
2014-06-30 18:00:00,1.5,IN,21,CC 8592
2014-06-27 20:00:00,1.25,IN,21,CC 8592
2014-06-27 20:00:00,1.54,IN,21,CC 8592
2014-06-26 19:00:00,1.61,IN,7,CC 85-92
2014-06-21 19:00:00,13.5,IN,17,CC 85-92
2014-06-05 18:00:00,4.73,IN,17,CC 85-92
2014-06-06 20:00:00,14.87,IN,17,CC 85-92
2014-06-26 22:00:00,11.31,IN,17,CC 85-92
2014-06-29 22:00:00,1,IN,17,CC 85-92
2014-06-27 20:00:00,8.87,IN,17,CC 85-92
2014-06-17 23:00:00,1.05,IN,12,CC 93-4418
2014-06-17 23:00:00,7.62,IN,7,CC 84-75
2014-06-17 21:00:00,2.92,IN,7,CC 01-1940
2014-06-15 19:00:00,3.73,IN,17,CC 85-92
2014-06-18 20:00:00,9,IN,17,CC 84-75
2014-06-18 20:00:00,6.81,IN,17,CC 84-75
2014-06-03 22:00:00,6,IN,17,V 71-51
2014-06-02 14:00:00,2.5,IN,17,V 71-51
2014-06-22 19:00:00,1.38,IN,17,CC 84-75
2014-06-16 22:00:00,8.2,IN,17,CC 84-75
2014-06-19 17:00:00,3.5,IN,17,CC 92-2198
2014-06-17 13:00:00,7.85,IN,17,CC 85-92
2014-06-19 21:00:00,4.95,IN,17,V 71-51
2014-06-30 19:00:00,8.5,IN,13,CC 85-92
2014-06-17 11:00:00,3.32,IN,6,CC 85-92
2014-06-30 20:00:00,4.79,IN,17,CC 85-92
2014-06-18 13:00:00,1.4,IN,17,CC 85-92
2014-06-10 21:00:00,4.82,IN,2,CC85-92
2014-06-10 21:00:00,4.63,IN,2,CC85-92
2014-06-19 20:00:00,6.08,IN,2,CC85-92
2014-06-19 20:00:00,4.4,IN,2,CC85-92
2014-06-19 20:00:00,2.88,IN,2,CC85-92
2014-06-27 17:00:00,3.67,IN,7,CC93-4418
2014-06-29 13:00:00,1.33,IN,7,CC85-92
2014-06-30 16:00:00,4.53,IN,7,CC93-4418
2014-06-30 21:00:00,0.8,IN,7,CC85-92
2014-06-30 21:00:00,1,IN,7,CC85-92
2014-06-15 21:00:00,0.2,IN,23,CC01-1940
2014-06-15 21:00:00,0.85,IN,23,CC01-1940
2014-06-16 02:00:00,0.3,IN,23,CC85-92
2014-06-17 21:00:00,0.45,IN,23,CC85-92
2014-06-14 12:00:00,0.5,IN,23,CC85-92
2014-06-18 22:00:00,0.8,IN,23,CC85-92
2014-06-19 20:00:00,0.5,IN,23,CC85-92
2014-06-19 20:00:00,2.8,IN,23,CC934-418
2014-06-22 14:00:00,4.07,IN,23,CC85-92
2014-06-11 21:00:00,3.08,IN,23,CC85-92
2014-06-11 21:00:00,3.29,IN,23,CC85-92
2014-06-05 15:00:00,1.83,IN,11,CC87-505
2014-06-06 15:00:00,5.71,IN,4,CC44-18
2014-06-06 15:00:00,5.66,IN,4,CC85-92
2014-06-07 13:00:00,3.42,IN,4,CC85-92
2014-06-16 18:00:00,5.12,IN,12,CC85-92
2014-06-09 18:00:00,10.46,IN,4,CC85-92
2014-06-10 15:00:00,18.21,IN,12,CC85-92
2014-06-11 15:00:00,21.25,IN,4,CC85-92
2014-06-11 15:00:00,9.34,IN,4,CC85-92
2014-06-11 18:00:00,7.48,IN,11,CC87-505
2014-06-11 17:00:00,9.18,IN,25,CC85-92
2014-06-14 18:00:00,1.89,IN,12,CC84-75
2014-06-18 19:00:00,25.9,IN,4,CC85-92
2014-06-18 19:00:00,7.41,IN,4,CC85-92
2014-06-22 17:00:00,2.3,IN,12,CC85-92
2014-06-29 17:00:00,2.74,IN,12,CC85-92
2014-07-19 06:00:00,0.12,IN,23,CCC85-92
2014-06-19 18:00:00,3.48,IN,6,CC 8592
2014-06-30 22:00:00,2.47,IN,6,CC 8592
2014-06-18 18:00:00,4.8,IN,13,PREPARA
2017-05-09 13:00:00,1.94,IN,13,CC01-1228
2017-05-10 18:00:00,0.1,IN,10,CC 8592
2017-05-17 16:00:00,1.06,IN,10,CC 00-3771
2017-05-28 17:00:00,5.07,IN,10,CC 01-1228
2017-05-30 11:00:00,8.41,IN,10,CC 00-3771
2017-05-04 03:00:00,4.35,IN,7,CC 8592
2017-05-23 20:00:00,15.73,IN,9,CC85-92
2017-05-25 20:00:00,6.32,IN,12,CC01-1940
2017-05-26 20:00:00,0.5,IN,9,CC01-1940
2017-05-26 20:00:00,0.93,IN,9,CC01-1940
2017-05-27 23:00:00,2,IN,9,RB73-2223
2017-05-28 20:00:00,7.12,IN,9,RB73-2223
2017-05-28 16:00:00,7.47,IN,4,CC93-4418
2017-05-28 16:00:00,7.97,IN,4,CC01-1940
2017-05-30 17:00:00,22.74,IN,11,CC85-92
2017-05-30 17:00:00,5.6,IN,11,CC85-92
2017-05-07 18:00:00,4.94,IN,2,CC85-92
2017-05-07 18:00:00,5.36,IN,2,CC85-92
2017-05-07 18:00:00,2.54,IN,2,CC85-92
2017-05-29 20:00:00,3.94,IN,23,CC85-92
2017-05-31 05:00:00,0.22,IN,23,CC85-92
2017-05-22 18:00:00,5.37,IN,13,CC85-92
2017-05-24 12:00:00,6.64,IN,10,CC93-4418
2017-05-25 19:00:00,0.76,IN,13,CC85-92
2017-05-03 20:00:00,3.22,IN,6,CC85-92
2017-05-27 20:00:00,5.1,IN,13,CC01-1940
2017-05-28 19:00:00,1.22,IN,13,CC85-92
2017-05-30 14:00:00,4.17,IN,18,CC93-4418
2017-05-30 14:00:00,2.8,IN,18,RD75-11
2017-05-03 18:00:00,3.32,IN,7,CC01-1940
2017-05-08 13:00:00,2.66,IN,13,CC85-92
2017-05-27 17:00:00,8,IN,6,CC 8592
2017-05-27 17:00:00,2.5,IN,6,CC 8592
2017-05-29 21:00:00,3.14,IN,6,CC 93-4418
2017-05-29 21:00:00,0.9,IN,6,CC 8592
2017-05-29 21:00:00,0.3,IN,6,CC 01-1940
2017-05-26 17:00:00,7.53,IN,6,CC 8592
2017-05-26 17:00:00,0.96,IN,6,CC 8592
2017-05-26 17:00:00,1.3,IN,6,CC 01-1940
2017-05-20 22:00:00,1.1,IN,6,CC 8592
2017-05-03 19:00:00,1.3,IN,6,CC 8592
2017-05-09 20:00:00,3,IN,10,CC 01-1940
2017-06-03 12:00:00,1.71,IN,10,CC93-4418
2017-06-03 12:00:00,1.52,IN,10,CC 00-3771
2017-06-03 18:00:00,1.56,IN,10,CC 01-678
2017-06-08 15:00:00,2.8,IN,10,CC 8592
2017-06-05 19:00:00,3.36,IN,6,CC01-1940
2017-06-05 19:00:00,0.79,IN,6,CC 8592
2017-06-05 19:00:00,1.24,IN,6,CC01-1940
2017-06-05 19:00:00,0.5,IN,6,CC01-1940
2017-06-05 19:00:00,2,IN,6,CC 8592
2017-06-05 19:00:00,7.06,IN,6,CC01-1940
2017-06-05 19:00:00,1.27,IN,6,CC 8592
2017-06-10 11:00:00,9.3,IN,6,CC 8592
2017-06-10 11:00:00,5.25,IN,6,CC 8592
2014-07-30 21:00:00,1.5,IN,23,CC85-92
2014-07-09 18:00:00,2.74,IN,23,CC85-92
2014-07-09 18:00:00,2.55,IN,23,CC85-92
2014-07-05 22:00:00,2.52,IN,10,CC93-4418
2014-07-09 19:00:00,4.9,IN,10,CC93-4418
2014-07-09 19:00:00,0.98,IN,10,CC93-4418
2014-07-09 19:00:00,3.19,IN,10,CC01-1940
2014-07-09 20:00:00,4.56,IN,7,CC85-92
2014-07-11 16:00:00,7.9,IN,10,CC93-4418
2014-07-17 19:00:00,3.8,IN,6,CC85-92
2014-07-17 19:00:00,3.58,IN,6,CC85-92
2014-07-17 19:00:00,2.73,IN,6,CC85-92
2014-07-18 20:00:00,0.6,IN,6,CC85-92
2014-07-20 21:00:00,0.12,IN,10,CC85-92
2014-07-20 19:00:00,13.17,IN,6,CC85-92
2014-07-20 19:00:00,6.14,IN,6,CC85-92
2014-07-23 23:00:00,4.32,IN,10,CC85-92
2014-07-24 13:00:00,6.34,IN,10,CC85-92
2014-07-24 13:00:00,3.32,IN,10,CC85-92
2014-07-25 19:00:00,0.73,IN,10,CC85-92
2014-07-26 13:00:00,14.09,IN,7,CC85-92
2014-07-29 17:00:00,0.33,IN,10,CC85-92
2014-07-30 17:00:00,1.12,IN,10,CC85-92
2014-07-30 21:00:00,2.68,IN,7,CC85-92
2014-07-31 13:00:00,2.8,IN,10,CC85-92
2014-07-31 17:00:00,1.02,IN,10,CC93-4418
2018-06-03 18:00:00,0.36,IN,23,CC01-1940
2018-06-13 18:00:00,3.95,IN,21,CC85-92
2018-06-01 22:00:00,4.48,IN,23,CC85-92
2018-06-18 23:00:00,1.2,IN,23,CC01-1940
2018-06-26 20:00:00,4,IN,23,CC85-92
2018-06-26 20:00:00,3.86,IN,23,CC85-92
2018-06-16 15:00:00,12.55,IN,4,CC01-1940
2018-06-17 15:00:00,1.75,IN,12,CC93-4418
2018-06-17 15:00:00,3.1,IN,12,CC93-4418
2018-06-19 17:00:00,7.16,IN,4,CC85-92
2018-06-20 20:00:00,6.51,IN,4,CC01-1940
2018-06-20 14:00:00,1.55,IN,4,RB73-2223
2018-06-20 20:00:00,14.34,IN,4,CC01-1940
2018-06-20 19:00:00,5.59,IN,17,CC85-92
2018-06-21 19:00:00,6.71,IN,9,CC01-1940
2018-06-21 19:00:00,22.6,IN,9,CC01-1228
2018-06-01 21:00:00,10.81,IN,17,CC85-92
2018-06-02 22:00:00,6.34,IN,17,CC01-1228
2018-06-02 22:00:00,1.42,IN,9,CC00-3257
2018-06-02 22:00:00,2.43,IN,9,CC85-92
2018-06-02 19:00:00,0.97,IN,17,CC85-92
2018-06-04 23:00:00,1.05,IN,12,CC01-1940
2018-06-04 20:00:00,12.24,IN,17,CC85-92
2018-06-06 13:00:00,4.33,IN,9,CC85-92
2014-07-18 21:00:00,3,IN,9,CC 85-92
2014-07-05 20:00:00,6,IN,17,CC 84-75
2014-07-09 00:00:00,8,IN,17,CC 84-75
2014-07-09 23:00:00,4.7,IN,17,CC 84-75
2014-07-20 18:00:00,7.14,IN,17,CC 84-75
2014-07-20 18:00:00,4.24,IN,17,CC 84-75
2014-07-20 18:00:00,2,IN,17,CC 84-75
2014-07-20 18:00:00,1.12,IN,17,CC 85-92
2014-07-20 18:00:00,0.86,IN,17,CC 85-92
2014-07-20 18:00:00,3.43,IN,17,CC 85-92
2014-07-28 21:00:00,1.78,IN,17,CC 84-75
2014-07-28 21:00:00,0.5,IN,17,CC 84-75
2014-07-04 13:00:00,1.4,IN,17,CC 01-1228
2014-07-27 21:00:00,0.2,IN,17,CC 01-1228
2014-07-28 18:00:00,3.5,IN,17,CC 01-1228
2014-07-28 18:00:00,1,IN,17,CC 01-1228
2014-07-30 16:00:00,0.51,IN,17,CC 01-1228
2014-07-30 16:00:00,0.6,IN,17,CC 01-1228
2014-07-01 20:00:00,5.29,IN,13,CC 85-92
2014-07-10 15:00:00,0.1,IN,6,CC 93-4418
2014-07-14 11:00:00,2.2,IN,6,RD 75-11
2014-07-20 12:00:00,2,IN,6,CC 85-92
2014-07-20 12:00:00,2,IN,6,CC 85-92
2014-07-01 23:00:00,1.2,IN,17,CC 85-92
2014-07-02 22:00:00,3,IN,13,CC 85-92
2014-07-02 22:00:00,2,IN,13,CC 85-92
2014-07-07 18:00:00,2,IN,6,CC 85-92
2014-07-04 11:00:00,2.3,IN,6,CC 85-92
2014-07-04 11:00:00,3.5,IN,6,CC 85-92
2014-07-08 19:00:00,2.5,IN,17,VARIAS
2014-07-08 19:00:00,8.19,IN,17,CC 01-746
2014-07-29 17:00:00,8,IN,9,CC 93-4418
2014-07-29 17:00:00,8.85,IN,9,CC 93-4418
2014-07-06 22:00:00,2,IN,9,CC 85-92
2014-07-06 22:00:00,0.1,IN,9,CC 85-92
2014-07-19 17:00:00,2.66,IN,17,CC 85-92
2014-07-19 17:00:00,0.71,IN,17,CC 85-92
2014-07-30 00:00:00,0.98,IN,17,CC 98-72
2014-07-30 00:00:00,0.3,IN,17,CC 01-746
2014-07-31 17:00:00,6.95,IN,7,CC 85-92
2014-07-31 17:00:00,5.47,IN,7,CC 93-4418
2014-07-31 17:00:00,11.79,IN,7,CC 85-92
2014-07-20 17:00:00,1.8,IN,17,MZC 74-275
2014-07-20 17:00:00,3.29,IN,17,MZC 74-275
2014-07-20 17:00:00,7.3,IN,17,CC 85-92
2014-07-20 17:00:00,5.41,IN,17,CC 85-92
2014-07-26 19:00:00,5,IN,17,CC 85-92
2014-07-26 19:00:00,5,IN,17,CC 85-92
2014-07-26 19:00:00,1,IN,17,CC 85-92
2014-07-26 19:00:00,0.13,IN,17,CC 85-92
2014-07-18 21:00:00,3.01,IN,17,CC 93-4418
2014-07-28 12:00:00,0.14,IN,9,CC 93-4418
2014-07-09 19:00:00,9.56,IN,17,CC 85-92
2014-07-14 23:00:00,1.7,IN,17,CC 85-92
2014-07-20 10:00:00,0.4,IN,17,CC 85-92
2014-07-09 18:00:00,8.38,IN,17,CC 85-92
2014-07-09 20:00:00,2,IN,17,CC 85-92
2014-07-27 11:00:00,2.52,IN,17,CC 85-92
2014-07-03 20:00:00,4.77,IN,17,CC 93-4418
2014-07-03 14:00:00,5,IN,17,CC 93-4418
2014-07-09 20:00:00,10.21,IN,17,CC 93-4418
2014-07-03 14:00:00,7.67,IN,17,CC 85-92
2014-07-07 20:00:00,2.76,IN,17,CC 85-92
2014-07-03 20:00:00,0.82,IN,17,CC 85-92
2014-07-06 19:00:00,15,IN,17,CC 85-92
2014-07-08 20:00:00,1.5,IN,17,CC 85-92
2014-07-09 19:00:00,6.81,IN,17,CC 85-92
2014-07-12 18:00:00,5.66,IN,7,CC 93-4418
2014-07-24 12:00:00,0.47,IN,26,CC 01-746
2014-07-08 20:00:00,3,IN,17,CC 85-92
2014-07-11 20:00:00,2.5,IN,17,CC 85-92
2014-07-16 20:00:00,2.9,IN,17,CC 85-92
2014-07-07 18:00:00,12.95,IN,17,CC 93-4418
2014-07-23 16:00:00,7.56,IN,17,CC 84-75
2014-07-29 15:00:00,11.44,IN,17,CC 84-75
2014-07-19 16:00:00,3.65,IN,17,CC 85-92
2014-07-09 17:00:00,3,IN,17,CC 84-75
2014-07-24 17:00:00,1,IN,17,CC 85-92
2014-07-10 14:00:00,6.5,IN,11,CC 85-92
2014-07-10 14:00:00,2,IN,11,CC 85-92
2014-07-29 20:00:00,1.5,IN,17,CC 85-92
2014-07-18 21:00:00,2.7,IN,9,CC 85-92
2014-07-03 15:00:00,13.14,IN,9,CC84-75
2014-07-05 21:00:00,18,IN,21,CC44-18
2014-07-07 15:00:00,4.2,IN,21,CC85-92
2014-07-10 15:00:00,14.62,IN,9,CC03-154
2014-07-12 18:00:00,5.04,IN,9,CC85-92
2014-07-17 13:00:00,11.3,IN,21,CC85-92
2014-07-17 13:00:00,9.85,IN,21,CC85-92
2014-07-20 15:00:00,11.73,IN,9,CC85-92
2014-07-23 13:00:00,10.16,IN,12,CC85-92
2014-07-23 13:00:00,10.41,IN,12,CC85-92
2014-07-23 14:00:00,5.53,IN,9,CC44-18
2014-07-23 14:00:00,6.31,IN,9,CC44-18
2014-07-23 14:00:00,4.01,IN,9,CC44-18
2014-07-23 18:00:00,6.66,IN,4,CC85-92
2014-07-26 15:00:00,29.38,IN,4,CC85-92
2014-07-27 18:00:00,6.74,IN,9,CC85-92
2014-07-29 15:00:00,3.39,IN,25,CC44-18
2014-07-29 19:00:00,3.1,IN,12,CC44-18
2014-07-30 18:00:00,1.36,IN,21,CC44-18
2014-07-30 19:00:00,11.71,IN,23,CC85-92
2014-07-31 13:00:00,17.16,IN,12,CC44-18
2014-07-31 14:00:00,8.85,IN,9,CC85-92
2014-07-10 17:00:00,12.69,IN,1,CC85-92
2014-07-07 23:00:00,8,IN,9,CC85-92
2014-07-07 10:00:00,3.55,IN,9,CC85-92
2014-07-07 17:00:00,1.93,IN,11,CC85-92
2014-07-08 20:00:00,4.5,IN,17,CC85-92
2014-07-09 18:00:00,12.9,IN,11,CC85-92
2014-07-09 18:00:00,6.3,IN,11,CC85-92
2014-07-13 16:00:00,6.98,IN,9,CC85-92
2014-07-13 15:00:00,2.28,IN,12,CC85-92
2014-07-13 22:00:00,15.02,IN,12,CC85-92
2014-07-13 22:00:00,6.77,IN,12,CC85-92
2014-07-13 16:00:00,1.33,IN,12,CC01-1228
2014-07-13 10:00:00,28.08,IN,12,CC85-92
2014-07-14 23:00:00,1.76,IN,25,CC01-1940
2014-07-24 00:00:00,46.6,IN,26,CC85-92
2014-07-25 19:00:00,2.16,IN,9,CC85-92
2014-07-25 14:00:00,30.53,IN,17,V71-51
2014-07-25 15:00:00,5.04,IN,17,CC97-7170
2014-07-25 20:00:00,8.32,IN,17,CC85-92
2014-07-27 15:00:00,11.44,IN,12,CC85-92
2014-07-28 10:00:00,29,IN,12,CC85-92
2014-07-29 19:00:00,4.63,IN,9,CC97-7170
2014-07-29 22:00:00,0.65,IN,9,CC85-92
2014-07-29 16:00:00,10.57,IN,12,RB73-2223
2014-07-29 14:00:00,4.46,IN,9,CC85-92
2014-07-29 14:00:00,6.5,IN,9,CC85-92
2014-07-29 00:00:00,20.24,IN,12,CC84-75
2014-07-15 20:00:00,2.2,IN,17,CC85-92
2014-07-16 20:00:00,2.82,IN,25,CC85-92
2014-07-16 20:00:00,2.91,IN,25,CC01-1940
2014-07-01 20:00:00,1.59,IN,9,CC85-92
2014-07-01 20:00:00,17.44,IN,9,CC85-92
2014-07-03 12:00:00,0.1,IN,9,CC93-4418
2014-07-04 19:00:00,9.94,IN,12,CC93-4418
2014-07-04 19:00:00,3.88,IN,12,CC93-4418
2014-07-05 18:00:00,0.77,IN,12,CC85-92
2014-07-05 17:00:00,2.52,IN,1,CC85-92
2014-07-06 18:00:00,0.8,IN,9,CC01-1940
2014-07-06 18:00:00,1.5,IN,9,CC93-4418
2014-07-07 19:00:00,1.3,IN,9,CC85-92
2014-07-07 21:00:00,3,IN,9,CC85-92
2014-07-17 20:00:00,3,IN,17,CC85-92
2014-07-18 18:00:00,5.7,IN,17,CC85-92
2014-07-19 21:00:00,4.62,IN,4,CC93-4418
2014-07-19 18:00:00,8.76,IN,17,CC85-92
2014-07-19 18:00:00,8.63,IN,17,CC85-92
2014-07-19 18:00:00,7.05,IN,17,CC85-92
2014-07-21 18:00:00,2.3,IN,9,RB73-2223
2014-07-21 18:00:00,5.38,IN,9,RB73-2223
2014-07-21 18:00:00,7.1,IN,9,RB73-2223
2014-07-23 15:00:00,2.29,IN,17,CC85-92
2014-07-23 15:00:00,2.9,IN,17,CC85-92
2014-07-23 15:00:00,2.71,IN,17,CC85-92
2014-07-23 20:00:00,1.22,IN,9,CC85-92
2014-07-23 20:00:00,7.8,IN,9,V71-51
2014-07-24 18:00:00,3,IN,9,CC85-92
2014-07-24 18:00:00,2.1,IN,9,SP71-6949
2014-07-07 19:00:00,1,IN,13,CC06-791
2014-07-30 20:00:00,0.21,IN,22,CC85-92
2014-07-22 16:00:00,1.52,IN,16,CC85-92
2014-07-10 17:00:00,1.67,IN,6,CC93-4418
2014-07-01 19:00:00,2.8,IN,13,CC85-92
2014-07-01 19:00:00,2.8,IN,13,CC85-92
2014-07-02 09:00:00,3.57,IN,13,CC85-92
2014-07-19 23:00:00,5.4,IN,7,SP71-6949
2014-07-20 04:00:00,10,IN,17,CC85-92
2014-07-20 04:00:00,19.99,IN,17,CC85-92
2014-07-20 19:00:00,2.04,IN,6,CC01-1940
2014-07-20 15:00:00,2.28,IN,6,CC93-4418
2014-07-21 21:00:00,0.68,IN,13,SP71-6949
2014-07-29 07:00:00,5.12,IN,10,CC85-92
2014-07-29 17:00:00,5.26,IN,10,CC93-4418
2014-07-18 22:00:00,0.79,IN,10,CC93-4418
2014-07-18 22:00:00,7.27,IN,13,SP71-6949
2014-07-18 22:00:00,13.29,IN,13,SP71-6949
2014-07-19 23:00:00,2.79,IN,7,CC85-92
2014-07-19 23:00:00,8.44,IN,7,CC85-92
2014-07-19 23:00:00,7.61,IN,7,CC85-92
2014-07-11 17:00:00,10.77,IN,6,CC85-92
2014-07-05 20:00:00,0.75,IN,10,SP71-6949
2014-07-05 20:00:00,3.39,IN,10,SP71-6949
2014-07-06 20:00:00,1.35,IN,6,CC85-92
2014-07-07 15:00:00,5,IN,7,CC85-92
2014-07-11 17:00:00,1.89,IN,6,CC85-92
2014-07-11 17:00:00,3.5,IN,6,CC93-4418
2014-07-13 20:00:00,2.48,IN,10,CC85-92
2014-07-24 14:00:00,0.88,IN,7,CC85-92
2014-07-31 12:00:00,4.95,IN,10,SP71-6949
2014-07-13 20:00:00,13.23,IN,7,SP71-6949
2014-07-14 16:00:00,4.77,IN,6,CC85-92
2014-07-14 16:00:00,0.6,IN,6,CC85-92
2014-07-18 14:00:00,13.13,IN,21,CC 8592
2014-07-10 17:00:00,4,IN,12,CC 8592
2014-07-01 16:00:00,3.48,IN,6,CC 01-1940
2014-07-18 18:00:00,1,IN,10,CC 93-4418
2014-07-13 20:00:00,8.5,IN,6,CC 8592
2014-07-25 23:00:00,4,IN,13,CC 8592
2014-07-24 13:00:00,2.03,IN,18,CC 01-1940
2014-07-24 22:00:00,1.4,IN,13,CC 8592
2014-07-12 18:00:00,1,IN,10,CC 93-4418
2014-07-14 22:00:00,2.3,IN,10,CC 8592
2014-07-09 11:00:00,21.67,IN,13,CC 01-1940
2014-07-07 18:00:00,5.35,IN,10,CC 93-4418
2014-07-03 17:00:00,5,IN,6,CC 8592
2014-07-05 20:00:00,4,IN,6,CC 8592
2014-07-05 22:00:00,4,IN,6,CC 8592
2014-07-17 01:00:00,1.61,IN,6,CC 01-1940
2014-07-13 18:00:00,1,IN,10,CC 93-4418
2014-07-13 20:00:00,2.9,IN,17,PREPARA
2014-07-14 20:00:00,5,IN,6,CC 8592
2014-07-14 18:00:00,1,IN,10,CC 93-4418
2014-07-28 14:00:00,1.3,IN,18,SP 71-6949
2014-07-28 16:00:00,1.3,IN,18,SP 71-6949
2014-07-24 21:00:00,3.1,IN,13,CC 01-1940
2014-07-31 00:00:00,5.94,IN,1,CC 01-1940
2014-07-20 12:00:00,2.1,IN,6,CC 8592
2014-07-20 12:00:00,1,IN,6,CC 8592
2014-07-20 18:00:00,6,IN,10,CC 93-4418
2014-07-09 12:00:00,2,IN,17,CC85-92
2014-07-09 19:00:00,11,IN,17,CC85-92
2014-07-09 19:00:00,0.68,IN,17,CC85-92
2014-07-16 13:00:00,8.8,IN,17,CC85-92
2014-07-16 17:00:00,4.76,IN,17,CC84-75
2014-07-16 18:00:00,0.7,IN,17,CC84-75
2014-07-27 13:00:00,6.59,IN,17,CC85-92
2014-07-27 13:00:00,5.66,IN,17,CC85-92
2014-07-27 13:00:00,6.11,IN,17,CC85-92
2014-07-28 20:00:00,1.16,IN,17,CC85-92
2014-07-30 17:00:00,8.1,IN,17,CC85-92
2014-07-30 17:00:00,9.17,IN,17,CC85-92
2014-07-30 17:00:00,5.11,IN,17,CC85-92
2014-07-31 19:00:00,1.5,IN,17,CC84-75
2014-08-05 20:00:00,3.6,IN,21,CC85-92
2014-08-05 20:00:00,3.46,IN,21,CC92-2282
2014-08-05 19:00:00,11.25,IN,21,CC85-92
2014-08-05 19:00:00,11.42,IN,21,CC85-92
2014-08-09 00:00:00,5.6,IN,23,CC85-92
2014-08-10 07:00:00,0.18,IN,23,CC85-92
