ID,fecha_dato,AC,C_C,NM,CV
3170,2016-03-31 21:00:00,11.04,IN,18,CC 8592
3171,2016-04-01 19:00:00,7.26,IN,23,CC85-92
3172,2016-04-03 15:00:00,8.6,IN,17,CC 85-92
3173,2016-04-04 17:00:00,3.95,IN,9,CC 93-4418
3174,2016-04-06 20:00:00,1,IN,17,CC 85-92
3175,2016-04-07 14:00:00,2.54,IN,18,CC85-92
3176,2016-04-07 17:00:00,13.65,IN,17,CC 85-92
3177,2016-04-07 20:00:00,8.43,IN,17,CC 93-4418
3178,2016-04-08 23:00:00,4.5,IN,17,CC 85-92
3179,2016-04-15 11:00:00,2.5,IN,17,VARIAS
3180,2016-04-15 15:00:00,12.65,IN,13,CC 8592
3181,2016-04-18 02:00:00,6.16,IN,17,CC85-92
3182,2016-04-19 17:00:00,1.52,IN,17,PR 61-632
3183,2016-04-20 17:00:00,0.4,IN,18,CC85-92
3184,2016-04-22 17:00:00,4.28,IN,9,CC 01-1228
3185,2016-04-22 19:00:00,9.75,IN,7,CC85-92
3186,2016-04-23 12:00:00,1,IN,18,CC01-1940
3187,2016-04-23 17:00:00,1.68,IN,6,CC85-92
3188,2016-04-27 10:00:00,3,IN,17,CC 85-92
3189,2016-05-01 17:00:00,0.39,IN,6,CC01-1940
3190,2016-05-01 20:00:00,0.3,IN,17,CC 93-4418
3191,2016-05-01 23:00:00,1.7,IN,17,VARIAS
3192,2016-05-04 14:00:00,3.73,IN,10,CC 93-4181
3193,2016-05-04 16:00:00,4.01,IN,10,CC93-4418
3194,2016-05-04 20:00:00,3.88,IN,23,CC934-418
3195,2016-05-05 14:00:00,0.64,IN,7,CC01-1940
3196,2016-05-06 14:00:00,4.5,IN,10,CC85-92
3197,2016-05-08 17:00:00,0.23,IN,18,CC97-7170
3198,2016-05-08 18:00:00,1.96,IN,18,CC93-4418
3199,2016-05-09 13:00:00,2.86,IN,7,CC93-4418
3200,2016-05-09 20:00:00,3.82,IN,25,CC85-92
3201,2016-05-13 14:00:00,2,IN,10,CC93-4418
3202,2016-05-13 19:00:00,0.5,IN,10,CC01-1940
3203,2016-05-13 20:00:00,1.8,IN,11,CC85-92
3204,2016-05-14 06:00:00,1,IN,1,CC85-92
3205,2016-05-14 18:00:00,14.44,IN,6,CC934418
3206,2016-05-15 03:00:00,1.1,IN,23,CC85-92
3207,2016-05-15 17:00:00,2.71,IN,17,CC 85-92
3208,2016-05-15 18:00:00,0.1,IN,11,CC85-92
3209,2016-05-15 19:00:00,3,IN,6,CC01-1940
3210,2016-05-16 13:00:00,7.16,IN,12,CC01-1940
3211,2016-05-16 19:00:00,7,IN,26,CC 85-92
3212,2016-05-16 21:00:00,4.2,IN,23,CC85-92
3213,2016-05-16 23:00:00,24.55,IN,10,CC 8592
3214,2016-05-17 11:00:00,2.82,IN,17,CC 01-1940
3215,2016-05-17 14:00:00,3,IN,10,CC01-1940
3216,2016-05-17 22:00:00,11.15,IN,17,CC85-92
3217,2016-05-18 18:00:00,1.7,IN,18,CC93-4418
3218,2016-05-18 20:00:00,4.93,IN,23,CC85-92
3219,2016-05-18 22:00:00,8.62,IN,23,CC934418
3220,2016-05-19 20:00:00,1,IN,17,CC85-92
3221,2016-05-20 14:00:00,2.05,IN,9,RB73-2223
3222,2016-05-20 18:00:00,2.83,IN,23,CC93-4418
3223,2016-05-21 02:00:00,0.32,IN,23,CC01-1940
3224,2016-05-21 18:00:00,1.56,IN,13,CC85-92
3225,2016-05-21 22:00:00,2.27,IN,1,CC85-92
3226,2016-05-22 22:00:00,11.17,IN,17,CC85-92
3227,2016-05-23 15:00:00,16.06,IN,11,CC 93-4418
3228,2016-05-23 19:00:00,4.5,IN,7,SP71-6949
3229,2016-05-23 20:00:00,4.23,IN,6,CC85-92
3230,2016-05-24 20:00:00,4,IN,9,CC85-92
3231,2016-05-24 21:00:00,2,IN,9,CC00-3257
3232,2016-05-26 18:00:00,9.32,IN,17,CC 85-92
3233,2016-05-26 20:00:00,0.83,IN,9,RB73-2223
3234,2016-05-27 13:00:00,8.6,IN,17,CC 97-7170
3235,2016-05-27 16:00:00,2.1,IN,17,CC 01-1228
3236,2016-05-27 21:00:00,7,IN,17,CC 01-746
3237,2016-05-29 15:00:00,14.1,IN,6,CC 8592
3238,2016-05-29 17:00:00,3,IN,17,CC 85-92
3239,2016-05-29 20:00:00,5.26,IN,17,CC 85-92
3240,2016-05-30 19:00:00,1.6,IN,6,CC01-1940
3241,2016-05-30 21:00:00,4,IN,17,CC 85-92
3242,2016-05-31 15:00:00,13.75,IN,6,CC 8592
3243,2016-06-01 20:00:00,3.74,IN,17,CC97-7170
3244,2016-06-02 20:00:00,11.09,IN,4,CC85-92
3245,2016-06-03 18:00:00,2.98,IN,9,CC85-92
3246,2016-06-04 15:00:00,4,IN,6,CC 93-4418
3247,2016-06-04 17:00:00,3,IN,10,CC934418
3248,2016-06-05 21:00:00,5.75,IN,4,CC01-1940
3249,2016-06-06 18:00:00,10,IN,17,CC 92-2198
3250,2016-06-06 22:00:00,1.25,IN,17,CC 92-2198
3251,2016-06-07 13:00:00,6,IN,18,CC93-4418
3252,2016-06-07 16:00:00,0.8,IN,6,CC85-92
3253,2016-06-07 18:00:00,0.2,IN,18,CC 85-92
3254,2016-06-07 21:00:00,9.17,IN,2,CC85-92
3255,2016-06-08 14:00:00,4.11,IN,17,CC 00-3771
3256,2016-06-08 18:00:00,9.97,IN,17,CC 92-2198
3257,2016-06-08 20:00:00,24.01,IN,17,CC 01-1940
3258,2016-06-09 19:00:00,1.5,IN,4,CC85-92
3259,2016-06-09 20:00:00,9.06,IN,18,RD75-11
3260,2016-06-09 22:00:00,1.91,IN,17,CC 84-75
3261,2016-06-11 13:00:00,3.5,IN,17,CC 85-92
3262,2016-06-11 17:00:00,3.5,IN,17,CC 85-92
3263,2016-06-11 18:00:00,1.5,IN,18,PREPARA
3264,2016-06-11 20:00:00,22.98,IN,9,CC85-92
3265,2016-06-12 15:00:00,1.63,IN,9,CC 01-1940
3266,2016-06-12 17:00:00,3.24,IN,13,CC01-1940
3267,2016-06-12 18:00:00,1.63,IN,10,SP71-6949
3268,2016-06-13 04:00:00,0.87,IN,26,CC 85-92
3269,2016-06-13 20:00:00,3.8,IN,17,CC85-92
3270,2016-06-14 15:00:00,0.42,IN,6,CC85-92
3271,2016-06-14 17:00:00,2,IN,10,CC934418
3272,2016-06-15 20:00:00,2.35,IN,17,CC01-1940
3273,2016-06-16 20:00:00,0.65,IN,17,CC85-92
3274,2016-06-16 21:00:00,11.58,IN,17,PR61-632
3275,2016-06-16 22:00:00,23.91,IN,10,CC93-4418
3276,2016-06-17 11:00:00,8.3,IN,17,CC 85-92
3277,2016-06-17 13:00:00,4.7,IN,17,CC 85-92
3278,2016-06-17 17:00:00,21.9,IN,1,CC 85-92
3279,2016-06-17 20:00:00,1.42,IN,23,CC85-92
3280,2016-06-17 21:00:00,2.17,IN,6,CC85-92
3281,2016-06-18 02:00:00,2,IN,6,CC 85-92
3282,2016-06-18 15:00:00,9.62,IN,10,CC 01-678
3283,2016-06-18 20:00:00,7,IN,13,CC011940
3284,2016-06-19 20:00:00,2,IN,6,CC 85-92
3285,2016-06-20 13:00:00,0.1,IN,17,CC 85-92
3286,2016-06-20 16:00:00,4.71,IN,10,CC93-4418
3287,2016-06-20 22:00:00,18.95,IN,9,CC93-4418
3288,2016-06-21 02:00:00,2.3,IN,17,CC 85-92
3289,2016-06-21 13:00:00,3.2,IN,7,CC93-4418
3290,2016-06-21 22:00:00,6.06,IN,9,CC 85-92
3291,2016-06-22 15:00:00,3,IN,17,CC 85-92
3292,2016-06-22 17:00:00,1,IN,17,V 71-51
3293,2016-06-22 22:00:00,0.9,IN,7,CC93-4418
3294,2016-06-23 18:00:00,1.31,IN,6,CC85-92
3295,2016-06-23 21:00:00,16,IN,13,CC011940
3296,2016-06-23 23:00:00,12.8,IN,17,CC 85-92
3297,2016-06-24 14:00:00,33.51,IN,4,CC01-1940
3298,2016-06-24 18:00:00,12.5,IN,17,CC 85-92
3299,2016-06-24 20:00:00,9.47,IN,17,CC85-92
3300,2016-06-24 21:00:00,5.47,IN,13,CC011940
3301,2016-06-24 22:00:00,2,IN,24,CC85-92
3302,2016-06-24 23:00:00,4.85,IN,17,CC 93-4418
3303,2016-06-25 17:00:00,9.06,IN,17,CC85-92
3304,2016-06-26 16:00:00,3,IN,17,CC85-92
3305,2016-06-27 04:00:00,2,IN,17,CC 01-1940
3306,2016-06-27 18:00:00,6.99,IN,7,CC 01-746
3307,2016-06-28 17:00:00,7.77,IN,10,CC93-4418
3308,2016-06-28 20:00:00,0.38,IN,10,CC01-1940
3309,2016-06-28 22:00:00,3.5,IN,17,CC 85-92
3310,2016-06-29 12:00:00,1.75,IN,10,CC85-92
3311,2016-06-30 15:00:00,1.7,IN,23,CC85-92
3312,2016-06-30 20:00:00,2.5,IN,17,CC 85-92
3313,2016-06-30 22:00:00,6.21,IN,17,CC 85-92
3314,2016-07-01 13:00:00,2.56,IN,10,CC 01-678
3315,2016-07-01 20:00:00,3,IN,17,CC 01-1940/97-7170
3316,2016-07-01 23:00:00,0.7,IN,17,CC 85-92
3317,2016-07-02 14:00:00,0.75,IN,17,CC 01-1940/97-7170
3318,2016-07-02 17:00:00,4.51,IN,17,CC 85-92
3319,2016-07-02 22:00:00,6.34,IN,17,CC 85-92
3320,2016-07-03 19:00:00,5.6,IN,11,CC85-92
3321,2016-07-03 23:00:00,7.31,IN,23,CC85-92
3322,2016-07-04 14:00:00,4.97,IN,10,CC93-4418
3323,2016-07-04 19:00:00,4.13,IN,10,SP71-6949
3324,2016-07-05 15:00:00,5.71,IN,18,CC011940
3325,2016-07-07 02:00:00,2.95,IN,7,CC 8592
3326,2016-07-07 18:00:00,1.5,IN,9,SP71-6949
3327,2016-07-08 19:00:00,2.04,IN,9,CC01-1228
3328,2016-07-08 22:00:00,5.89,IN,12,CC85-92
3329,2016-07-08 23:00:00,7.39,IN,17,CC 85-92
3330,2016-07-09 01:00:00,2.2,IN,23,CC85-92
3331,2016-07-09 14:00:00,2.5,IN,17,CC 85-92
3332,2016-07-09 15:00:00,10.62,IN,6,CC85-92
3333,2016-07-09 20:00:00,1,IN,11,CC85-92
3334,2016-07-10 14:00:00,6.35,IN,13,CC 01-1940
3335,2016-07-10 22:00:00,6.88,IN,17,CC 85-92
3336,2016-07-11 09:00:00,3.19,IN,10,CC93-4418
3337,2016-07-13 02:00:00,1.5,IN,9,CC 85-92
3338,2016-07-13 13:00:00,3.95,IN,6,PREPARA
3339,2016-07-14 21:00:00,1.26,IN,13,CC011940
3340,2016-07-14 22:00:00,6.9,IN,17,CC 85-92
3341,2016-07-15 00:00:00,7.74,IN,17,CC 85-92
3342,2016-07-15 17:00:00,0.1,IN,10,CC93-4418
3343,2016-07-15 20:00:00,11.29,IN,17,CC93-4418
3344,2016-07-17 16:00:00,16.44,IN,17,CC01-1940
3345,2016-07-18 18:00:00,0.5,IN,9,CC 85-92
3346,2016-07-18 19:00:00,4.51,IN,10,CC93-4418
3347,2016-07-18 20:00:00,7.17,IN,25,CC93-4418
3348,2016-07-19 20:00:00,18.36,IN,17,CC85-92
3349,2016-07-20 00:00:00,3.17,IN,17,CC 85-92
3350,2016-07-20 14:00:00,15.25,IN,6,CC85-92
3351,2016-07-20 17:00:00,1.05,IN,12,CC 93-4418
3352,2016-07-20 18:00:00,23.1,IN,26,CC85-92
3353,2016-07-20 21:00:00,6.17,IN,6,CC06-783
3354,2016-07-21 16:00:00,4.95,IN,17,CC 93-4418
3355,2016-07-21 17:00:00,6.27,IN,17,CC85-92
3356,2016-07-22 20:00:00,2.53,IN,17,CC93-4418
3357,2016-07-22 21:00:00,2.46,IN,10,CC 01-678
3358,2016-07-22 23:00:00,7.99,IN,17,CC85-92
3359,2016-07-23 18:00:00,4.91,IN,2,SP71-6949
3360,2016-07-23 20:00:00,28.64,IN,9,V71-51
3361,2016-07-23 22:00:00,4.7,IN,17,CC 8475
3362,2016-07-24 18:00:00,5.24,IN,23,CC85-92
3363,2016-07-24 20:00:00,4.2,IN,13,CC 8592
3364,2016-07-24 21:00:00,0.5,IN,17,CC 8475
3365,2016-07-24 22:00:00,10.85,IN,17,CC85-92
3366,2016-07-25 00:00:00,0.4,IN,17,CC85-92
3367,2016-07-25 20:00:00,34.62,IN,17,CC93-4418
3368,2016-07-25 21:00:00,5.27,IN,17,CC 01-1940
3369,2016-07-26 22:00:00,0.64,IN,4,CC01-1940
3370,2016-07-27 13:00:00,12.79,IN,7,CC01-1940
3371,2016-07-27 21:00:00,13.42,IN,25,PR 61-632
3372,2016-07-28 01:00:00,3.15,IN,26,CC85-92
3373,2016-07-28 20:00:00,10.49,IN,21,RD75-11
3374,2016-07-28 22:00:00,1.83,IN,25,CC01-1940
3375,2016-07-28 23:00:00,4.78,IN,17,CC92-2804
3376,2016-07-29 19:00:00,1.44,IN,18,SP 71-6949
3377,2016-07-30 02:00:00,6,IN,10,CC85-92
3378,2016-07-30 08:00:00,6.2,IN,26,CC 01-1940
3379,2016-07-30 20:00:00,4.51,IN,17,CC85-92
3380,2016-07-31 11:00:00,13.96,IN,26,CC 01-746
3381,2016-07-31 17:00:00,1.1,IN,23,CC85-92
3382,2016-08-01 07:00:00,0.2,IN,13,CC93-4418
3383,2016-08-01 08:00:00,1.56,IN,13,CC85-92
3384,2016-08-01 14:00:00,4.2,IN,17,CC93-4418
3385,2016-08-01 15:00:00,1.65,IN,17,CC01-1940
3386,2016-08-01 16:00:00,8.84,IN,26,CC 01-746
3387,2016-08-01 18:00:00,5.97,IN,7,CC85-92
3388,2016-08-01 20:00:00,3.97,IN,9,CC97-7170
3389,2016-08-01 21:00:00,7.19,IN,6,CC01-1940
3390,2016-08-02 17:00:00,3.7,IN,6,CC85-92
3391,2016-08-02 21:00:00,9.96,IN,18,CC 93-4418
3392,2016-08-02 23:00:00,21.27,IN,11,CC85-92
3393,2016-08-03 13:00:00,3.8,IN,12,RB73-2223
3394,2016-08-03 15:00:00,20.42,IN,23,CC01-1940
3395,2016-08-03 16:00:00,0.18,IN,23,CC01-1940
3396,2016-08-03 18:00:00,1.34,IN,9,RB73-2223
3397,2016-08-03 20:00:00,7.8,IN,9,V71-51
3398,2016-08-03 23:00:00,57.94,IN,25,CC01-1940
3399,2016-08-04 14:00:00,6,IN,9,CC85-92
3400,2016-08-04 22:00:00,15.46,IN,13,CC85-92
3401,2016-08-05 04:00:00,4.01,IN,17,CC 93-4418
3402,2016-08-05 10:00:00,9.4,IN,18,CC 84-75
3403,2016-08-05 11:00:00,6.27,IN,10,CC 8592
3404,2016-08-05 18:00:00,13.6,IN,17,V71-51
3405,2016-08-05 20:00:00,0.04,IN,17,CC85-92
3406,2016-08-06 13:00:00,27.55,IN,1,CC01-1940
3407,2016-08-06 16:00:00,2.03,IN,10,CC93-4418
3408,2016-08-06 17:00:00,1,IN,18,SP 71-6949
3409,2016-08-06 19:00:00,6.79,IN,9,CC 85-92
3410,2016-08-06 20:00:00,20.29,IN,12,CC85-92
3411,2016-08-07 00:00:00,3.27,IN,7,CC 8592
3412,2016-08-07 10:00:00,7.13,IN,9,CC93-4181
3413,2016-08-07 15:00:00,2.54,IN,23,CC01-1940
3414,2016-08-07 16:00:00,2.4,IN,6,RD 75-11
3415,2016-08-07 18:00:00,5.69,IN,17,CC 01-746
3416,2016-08-07 19:00:00,2.06,IN,10,CC 8592
3417,2016-08-07 20:00:00,4.7,IN,9,CC93-4181
3418,2016-08-07 23:00:00,11,IN,17,CC 85-92
3419,2016-08-08 07:00:00,6,IN,17,CC 01-746
3420,2016-08-08 12:00:00,9.3,IN,9,CC 01-678
3421,2016-08-08 16:00:00,2.26,IN,13,CC011940
3422,2016-08-08 19:00:00,35.42,IN,9,CC85-92
3423,2016-08-10 12:00:00,5.65,IN,13,SP71-6949
3424,2016-08-10 15:00:00,3.38,IN,6,CC 8592
3425,2016-08-10 16:00:00,5.51,IN,9,CC01-1940
3426,2016-08-10 18:00:00,6.49,IN,10,CC 8592
3427,2016-08-10 20:00:00,1.87,IN,17,CC011940
3428,2016-08-10 21:00:00,3.09,IN,17,CC85-92
3429,2016-08-11 07:00:00,0.4,IN,9,CC85-92
3430,2016-08-11 16:00:00,1.71,IN,17,CC 01-746
3431,2016-08-11 22:00:00,2.34,IN,17,CC 85-92
3432,2016-08-12 14:00:00,0.6,IN,17,CC 01-1940
3433,2016-08-12 19:00:00,1.7,IN,6,CC85-92
3434,2016-08-12 20:00:00,0.7,IN,25,CC85-92
3435,2016-08-12 22:00:00,9.5,IN,6,CC934418
3436,2016-08-12 23:00:00,0.94,IN,9,CC93-4418
3437,2016-08-13 12:00:00,6.89,IN,17,CC 85-92
3438,2016-08-13 15:00:00,3.43,IN,10,CC93-4418
3439,2016-08-13 17:00:00,12.59,IN,17,CC93-4418
3440,2016-08-14 12:00:00,0.5,IN,12,CC 85-92
3441,2016-08-14 16:00:00,5.5,IN,11,CC85-92
3442,2016-08-14 17:00:00,3.9,IN,9,CC85-92
3443,2016-08-14 18:00:00,2.41,IN,4,CC01-1940
3444,2016-08-14 20:00:00,41.5,IN,18,CC93-4418
3445,2016-08-14 22:00:00,28.13,IN,17,CC01-1228
3446,2016-08-15 02:00:00,6.17,IN,17,CC93-4418
3447,2016-08-15 09:00:00,1.78,IN,17,CC 93-4418
3448,2016-08-15 14:00:00,13.75,IN,17,CC97-7170
3449,2016-08-15 17:00:00,31.56,IN,26,V71-51
3450,2016-08-15 20:00:00,0.6,IN,23,CC85-92
3451,2016-08-15 21:00:00,20.3,IN,13,CC01-1940
3452,2016-08-16 13:00:00,1.9,IN,6,CC 85-92
3453,2016-08-16 20:00:00,13.1,IN,13,SP71-6949
3454,2016-08-16 23:00:00,1.11,IN,9,CC 01-746
3455,2016-08-17 14:00:00,17.01,IN,17,CC 93-4418
3456,2016-08-17 16:00:00,2.64,IN,9,CC01-1940
3457,2016-08-17 18:00:00,1.5,IN,26,CC 85-92
3458,2016-08-17 19:00:00,5.96,IN,6,CC85-92
3459,2016-08-17 20:00:00,7.22,IN,13,CC011940
3460,2016-08-17 23:00:00,3.59,IN,7,SP71-6949
3461,2016-08-18 18:00:00,0.9,IN,10,CC85-92
3462,2016-08-18 19:00:00,4.8,IN,17,CC 85-92
3463,2016-08-18 23:00:00,1.8,IN,10,CC934418
3464,2016-08-19 15:00:00,2.41,IN,6,CC934418
3465,2016-08-19 18:00:00,33.59,IN,13,SP71-6949
3466,2016-08-19 22:00:00,24.54,IN,17,CC 93-4418
3467,2016-08-20 06:00:00,1.1,IN,18,SP 71-6949
3468,2016-08-20 11:00:00,2,IN,18,SP 71-6949
3469,2016-08-20 16:00:00,1.94,IN,17,CC 85-92
3470,2016-08-20 19:00:00,5.85,IN,12,CC97-7170
3471,2016-08-21 12:00:00,30.34,IN,6,CC934418
3472,2016-08-21 14:00:00,0.3,IN,17,CC 85-92
3473,2016-08-21 22:00:00,2.08,IN,10,CC 4418-1940
3474,2016-08-22 18:00:00,1.37,IN,13,CC85-92
3475,2016-08-22 19:00:00,3.36,IN,2,CC85-92
3476,2016-08-23 08:00:00,0.64,IN,9,CC 01-746
3477,2016-08-23 13:00:00,0.6,IN,7,CC93-4418
3478,2016-08-23 15:00:00,4.5,IN,6,CC85-92
3479,2016-08-23 16:00:00,35.11,IN,6,CC85-92
3480,2016-08-23 17:00:00,5.8,IN,17,CC 93-4418
3481,2016-08-23 18:00:00,11.56,IN,6,PR61-632
3482,2016-08-23 20:00:00,7.3,IN,17,CC934418
3483,2016-08-23 21:00:00,9.6,IN,10,CC011940
3484,2016-08-24 15:00:00,7.9,IN,11,CC 93-4418
3485,2016-08-24 16:00:00,6.2,IN,17,RB 73-2223
3486,2016-08-24 19:00:00,0.68,IN,23,CC01-1940
3487,2016-08-24 20:00:00,17.16,IN,13,CC934418
3488,2016-08-25 11:00:00,0.65,IN,10,CC85-92
3489,2016-08-25 15:00:00,11.83,IN,23,CC85-92
3490,2016-08-25 16:00:00,9.26,IN,13,CC01-1940
3491,2016-08-25 17:00:00,2.11,IN,10,CC00-3257
3492,2016-08-26 17:00:00,10.38,IN,13,CC85-92
3493,2016-08-26 23:00:00,0.2,IN,17,CC 01-1228
3494,2016-08-27 10:00:00,5.6,IN,17,CC93-4418
3495,2016-08-27 12:00:00,27.86,IN,7,CC93-4418
3496,2016-08-27 13:00:00,3.45,IN,10,CC01-1940
3497,2016-08-27 22:00:00,2.02,IN,17,CC 00-3771
3498,2016-08-28 13:00:00,8.39,IN,17,CC 01-1940
3499,2016-08-28 18:00:00,7.24,IN,7,CC 8592
3500,2016-08-29 02:00:00,3.08,IN,17,CC 01-1940
3501,2016-08-29 19:00:00,1.18,IN,10,CC93-4418
3502,2016-08-29 21:00:00,16.35,IN,6,CC 8592-1940
3503,2016-08-30 00:00:00,0.1,IN,17,VARIAS
3504,2016-08-30 01:00:00,6.9,IN,17,CC 85-92
3505,2016-08-30 07:00:00,3.96,IN,7,CC93-4418
3506,2016-08-30 15:00:00,8.52,IN,6,CC85-92
3507,2016-08-30 23:00:00,5.9,IN,17,CC 01-1940
3508,2016-09-01 14:00:00,4,IN,6,CC 85-92
3509,2016-09-01 20:00:00,9.79,IN,6,PR61-632
3510,2016-09-01 21:00:00,5.1,IN,11,CC85-92
3511,2016-09-02 15:00:00,3.55,IN,9,CC85-92
3512,2016-09-02 16:00:00,1.2,IN,11,CC85-92
3513,2016-09-02 20:00:00,3,IN,11,CC85-92
3514,2016-09-03 10:00:00,0.77,IN,17,CC 01-1940
3515,2016-09-03 15:00:00,12.32,IN,10,CC00-3257
3516,2016-09-03 20:00:00,2.12,IN,6,CC85-92
3517,2016-09-03 23:00:00,3.73,IN,13,CC011940
3518,2016-09-04 01:00:00,2.03,IN,6,CC01-1940
3519,2016-09-04 11:00:00,2.81,IN,10,CC85-92
3520,2016-09-04 14:00:00,18.05,IN,6,CC85-92
3521,2016-09-04 17:00:00,5.5,IN,18,CC85-92
3522,2016-09-05 14:00:00,3.5,IN,17,CC84-75
3523,2016-09-05 17:00:00,0.91,IN,25,CC93-4418
3524,2016-09-05 19:00:00,2.9,IN,13,CC 8592
3525,2016-09-05 20:00:00,1.36,IN,10,CC93-4418
3526,2016-09-06 12:00:00,2.7,IN,7,CC 98-72
3527,2016-09-06 21:00:00,10,IN,11,CC 93-4418
3528,2016-09-06 22:00:00,4.8,IN,18,CC934418
3529,2016-09-07 14:00:00,6,IN,11,CC 93-4418
3530,2016-09-07 22:00:00,2.39,IN,10,CC934418
3531,2016-09-08 11:00:00,2,IN,17,CC 85-92
3532,2016-09-08 17:00:00,9.4,IN,10,CC 8592
3533,2016-09-08 18:00:00,12.39,IN,11,CC 85-92
3534,2016-09-08 19:00:00,2.31,IN,11,CC85-92
3535,2016-09-09 14:00:00,2.71,IN,21,CC93-4418
3536,2016-09-09 17:00:00,3.85,IN,23,CC85-92
3537,2016-09-09 20:00:00,0.49,IN,10,PREPARA
3538,2016-09-10 12:00:00,9.61,IN,10,CC01-1940
3539,2016-09-10 13:00:00,11.22,IN,6,CC93-4418
3540,2016-09-10 22:00:00,0.7,IN,7,SP71-6949
3541,2016-09-11 11:00:00,1.7,IN,26,CC 01-1940
3542,2016-09-12 11:00:00,3.96,IN,17,Co. 421
3543,2016-09-12 19:00:00,10.31,IN,18,CC93-4418
3544,2016-09-12 20:00:00,7.6,IN,9,RB73-2223
3545,2016-09-12 22:00:00,0.53,IN,7,CC01-1940
3546,2016-09-13 23:00:00,1.2,IN,13,PREPARA
3547,2016-09-14 23:00:00,2.06,IN,13,CC011940
3548,2016-09-15 19:00:00,1.3,IN,17,CC 93-4418
3549,2016-09-16 16:00:00,1.2,IN,13,CC 8592
3550,2016-09-16 17:00:00,6.51,IN,18,CC85-92
3551,2016-09-16 22:00:00,4.43,IN,13,CC 8592
3552,2016-09-16 23:00:00,3.4,IN,23,CC01-1940
3553,2016-09-17 01:00:00,1.66,IN,23,CC85-92
3554,2016-09-17 14:00:00,3.61,IN,17,CC 01-1940
3555,2016-09-17 20:00:00,8.98,IN,17,CC93-4418
3556,2016-09-17 23:00:00,5.44,IN,10,CC934418
3557,2016-09-18 10:00:00,4.05,IN,13,CC85-92
3558,2016-09-18 14:00:00,9.6,IN,9,RB73-2223
3559,2016-09-18 19:00:00,6.22,IN,9,CC85-92
3560,2016-09-18 20:00:00,14.86,IN,17,CC85-92
3561,2016-09-19 16:00:00,5.24,IN,6,CC01-1940
3562,2016-09-19 18:00:00,5.3,IN,9,RB73-2223
3563,2016-09-19 20:00:00,4.5,IN,12,CC01-1940
3564,2016-09-20 14:00:00,0.24,IN,18,VARIEDADES EXP.
3565,2016-09-20 19:00:00,2.98,IN,6,CC85-92
3566,2016-09-20 22:00:00,3.5,IN,12,CC 85-92
3567,2016-09-21 13:00:00,11.26,IN,17,CC 93-4418
3568,2016-09-21 14:00:00,2,IN,17,CC 85-92
3569,2016-09-21 16:00:00,2.34,IN,17,CC93-4418
3570,2016-09-21 17:00:00,22.54,IN,18,PREPARA
3571,2016-09-21 18:00:00,13.55,IN,17,VARIAS
3572,2016-09-21 20:00:00,0.73,IN,4,CC85-92
3573,2016-09-21 21:00:00,8.1,IN,18,PREPARA
3574,2016-09-22 00:00:00,3.2,IN,9,CC85-92
3575,2016-09-22 02:00:00,6,IN,9,CC 85-92
3576,2016-09-22 13:00:00,4.95,IN,10,SP71-6949
3577,2016-09-22 15:00:00,0.74,IN,10,CC01-1940
3578,2016-09-22 20:00:00,1.3,IN,6,CC01-1940
3579,2016-09-23 22:00:00,2,IN,6,CC85-92
3580,2016-09-23 23:00:00,1.9,IN,17,CC 00-3771
3581,2016-09-24 20:00:00,10.5,IN,17,CC97-7170
3582,2016-09-24 22:00:00,2.5,IN,13,CC 8592
3583,2016-09-25 16:00:00,10.9,IN,10,CC85-92
3584,2016-09-25 17:00:00,16.13,IN,6,CC93-4418
3585,2016-09-25 18:00:00,9.24,IN,6,CC93-4418
3586,2016-09-25 19:00:00,3.94,IN,10,CC934418
3587,2016-09-25 20:00:00,2.17,IN,13,CC01-1940
3588,2016-09-25 22:00:00,2.5,IN,13,CC 8592
3589,2016-09-26 19:00:00,2.7,IN,17,CC 93-4418
3590,2016-09-26 20:00:00,2.71,IN,17,RB73-2223
3591,2016-09-26 22:00:00,7,IN,17,CC 85-92
3592,2016-09-26 23:00:00,3.23,IN,13,PREPARA
3593,2016-09-27 15:00:00,5,IN,17,PR 61-632
3594,2016-09-27 23:00:00,5.8,IN,13,CC 8592
3595,2016-09-28 05:00:00,0.1,IN,17,CC 85-92
3596,2016-09-28 14:00:00,1.35,IN,10,CC93-4418
3597,2016-09-28 18:00:00,8.1,IN,17,CC85-92
3598,2016-09-29 12:00:00,18.89,IN,10,CC93-4418
3599,2016-09-29 15:00:00,10.56,IN,6,CC85-92
3600,2016-09-29 22:00:00,50.16,IN,25,RD75-11
3601,2016-09-30 16:00:00,4.47,IN,23,CC85-92
3602,2016-09-30 23:00:00,6.2,IN,13,CC 8592
3603,2016-10-01 15:00:00,8.83,IN,7,CC 8592
3604,2016-10-02 17:00:00,4.28,IN,12,CC 01-1940
3605,2016-10-02 18:00:00,2.04,IN,23,CC85-92
3606,2016-10-02 20:00:00,3.86,IN,17,CC 01-1940
3607,2016-10-04 02:00:00,5,IN,7,CC-8592 
3608,2016-10-06 01:00:00,4.1,IN,11,CC 85-92
3609,2016-10-06 15:00:00,3.56,IN,11,CC 85-92
3610,2016-10-07 15:00:00,29.56,IN,13,CC85-92
3611,2016-10-07 22:00:00,0.28,IN,9,CC85-92
3612,2016-10-09 17:00:00,2.16,IN,16,CC85-92
3613,2016-10-09 18:00:00,1.24,IN,12,CC01-1940
