ID,fecha_dato,AC,C_C,NM,CV
1612,2014-09-13 16:00:00,77.64,IN,17,CC85-92
1613,2014-09-13 20:00:00,8,IN,17,CC 85-92
1614,2014-09-13 22:00:00,1,IN,7,CC93-4418
1615,2014-09-14 12:00:00,2,IN,17,CC 85-92
1616,2014-09-14 14:00:00,7.08,IN,17,CC 84-75
1617,2014-09-15 19:00:00,8.67,IN,17,CC93-4418
1618,2014-09-15 20:00:00,22.99,IN,25,CC85-92
1619,2014-09-16 11:00:00,0.52,IN,26,CC 01-746
1620,2014-09-16 14:00:00,0.66,IN,17,CC 01-1228
1621,2014-09-17 01:00:00,4.5,IN,25,MZC 74275
1622,2014-09-17 20:00:00,4.07,IN,17,CC 85-92
1623,2014-09-17 21:00:00,1.52,IN,17,CC 8592
1624,2014-09-17 22:00:00,19.73,IN,4,V71-51
1625,2014-09-18 14:00:00,12.38,IN,9,CC84-75
1626,2014-09-18 16:00:00,8.24,IN,17,CC85-92
1627,2014-09-19 01:00:00,0.5,IN,8,CC 93-4418
1628,2014-09-19 16:00:00,9.03,IN,17,CC93-4418
1629,2014-09-19 17:00:00,28.22,IN,17,CC01-1940
1630,2014-09-19 18:00:00,3.31,IN,23,CC85-92
1631,2014-09-19 20:00:00,26.44,IN,17,CC 85-92
1632,2014-09-19 23:00:00,1.5,IN,9,CC85-92
1633,2014-09-20 20:00:00,5.18,IN,17,CC 85-92
1634,2014-09-20 22:00:00,2,IN,10,CC85-92
1635,2014-09-21 16:00:00,10.93,IN,17,CC 84-75
1636,2014-09-21 17:00:00,30.95,IN,17,CC93-4418
1637,2014-09-23 11:00:00,0.35,IN,6,CC85-92
1638,2014-09-23 17:00:00,10.29,IN,17,CC85-92
1639,2014-09-23 18:00:00,2.02,IN,17,CC 93-4418
1640,2014-09-24 15:00:00,41.71,IN,17,CC85-92
1641,2014-09-24 17:00:00,16.3,IN,17,CC85-92
1642,2014-09-24 18:00:00,34.46,IN,18,CC85-92
1643,2014-09-24 19:00:00,10.57,IN,17,CC 85-92
1644,2014-09-24 20:00:00,2.05,IN,12,CC85-92
1645,2014-09-24 21:00:00,2.67,IN,6,CC85-92
1646,2014-09-24 22:00:00,17.29,IN,12,RB73-2223
1647,2014-09-25 07:00:00,2.53,IN,23,CC85-92
1648,2014-09-25 13:00:00,3.84,IN,17,CC85-92
1649,2014-09-25 23:00:00,12.36,IN,17,CC 01-746
1650,2014-09-26 13:00:00,5.06,IN,10,CC85-92
1651,2014-09-26 15:00:00,3.11,IN,17,VARIAS
1652,2014-09-26 20:00:00,6.57,IN,19,RB73-2223
1653,2014-09-26 21:00:00,3.5,IN,13,CC 8592
1654,2014-09-26 22:00:00,1.35,IN,12,CC85-92
1655,2014-09-27 14:00:00,19.94,IN,9,CC85-92
1656,2014-09-27 16:00:00,15.12,IN,17,PR61-632
1657,2014-09-27 17:00:00,18.1,IN,17,CC93-4418
1658,2014-09-27 19:00:00,21.03,IN,17,CC93-4418
1659,2014-09-27 20:00:00,0.34,IN,9,CC85-92
1660,2014-09-27 21:00:00,7.28,IN,19,CC 922198
1661,2014-09-27 22:00:00,2.34,IN,6,CC85-92
1662,2014-09-28 16:00:00,21.97,IN,9,RB73-2223
1663,2014-09-28 17:00:00,4.49,IN,9,CC85-92
1664,2014-09-28 18:00:00,1.47,IN,11,CC84-75
1665,2014-09-29 00:00:00,0.97,IN,23,CC85-92
1666,2014-09-29 15:00:00,0.5,IN,17,CC85-92
1667,2014-09-29 18:00:00,2,IN,17,CC 93-4418
1668,2014-09-29 20:00:00,1.5,IN,10,CC 8592
1669,2014-09-29 22:00:00,0.4,IN,17,CC 93-4418
1670,2014-09-30 18:00:00,6.13,IN,17,CC 85-92
1671,2014-09-30 19:00:00,22.93,IN,17,PR 61-632
1672,2014-09-30 20:00:00,2.6,IN,13,CC 8592
1673,2014-10-01 10:00:00,1.4,IN,10,CC85-92
1674,2014-10-01 11:00:00,3.75,IN,17,CC85-92
1675,2014-10-01 14:00:00,5.06,IN,7,CC 85-92
1676,2014-10-01 16:00:00,0.7,IN,17,CC 92-2198
1677,2014-10-01 17:00:00,2,IN,17,CC 93-4418
1678,2014-10-01 20:00:00,1.3,IN,10,CC 8592
1679,2014-10-01 21:00:00,26.83,IN,17,CC85-92
1680,2014-10-02 00:00:00,1.98,IN,13,CC 8592
1681,2014-10-02 19:00:00,13.75,IN,6,CC01-1940
1682,2014-10-02 21:00:00,7.35,IN,9,CC93-4418
1683,2014-10-02 22:00:00,2.43,IN,17,CC85-92
1684,2014-10-03 11:00:00,14.56,IN,18,CC93-4418
1685,2014-10-03 20:00:00,5.6,IN,18,SP 71-6949
1686,2014-10-04 15:00:00,3.02,IN,9,CC85-92
1687,2014-10-04 16:00:00,4.12,IN,23,CC85-92
1688,2014-10-04 20:00:00,28.64,IN,17,CC93-4418
1689,2014-10-05 20:00:00,48.48,IN,12,CC85-92
1690,2014-10-05 22:00:00,2.45,IN,12,RD75-11
1691,2014-10-06 12:00:00,2,IN,17,CC 84-75
1692,2014-10-06 13:00:00,1.6,IN,8,CC85-92
1693,2014-10-06 15:00:00,4.49,IN,13,PREPARA
1694,2014-10-06 19:00:00,3.5,IN,10,CC 8592
1695,2014-10-06 20:00:00,11.17,IN,12,CC85-92
1696,2014-10-06 21:00:00,10.91,IN,17,CC93-4418
1697,2014-10-07 19:00:00,12.64,IN,9,CC97-7170
1698,2014-10-07 20:00:00,3.07,IN,13,PREPARA
1699,2014-10-07 23:00:00,7.87,IN,23,CC85-92
1700,2014-10-08 21:00:00,20.08,IN,7,CC85-92
1701,2014-10-09 16:00:00,0.35,IN,6,CC85-92
1702,2014-10-09 20:00:00,4.67,IN,9,CC85-92
1703,2014-10-09 23:00:00,4.29,IN,7,CC93-4418
1704,2014-10-10 21:00:00,7.19,IN,7,CC01-1940
1705,2014-10-11 16:00:00,1.84,IN,21,CC85-92
1706,2014-10-11 20:00:00,6,IN,17,CC 01-746
1707,2014-10-12 17:00:00,2.17,IN,17,CC85-92
1708,2014-10-13 12:00:00,6.97,IN,10,CC85-92
1709,2014-10-13 23:00:00,7.54,IN,9,CC85-92
1710,2014-10-14 21:00:00,6.46,IN,10,SP71-6949
1711,2014-10-15 21:00:00,8.65,IN,17,CC 85-92
1712,2014-10-15 23:00:00,11.72,IN,12,CC93-4418
1713,2014-10-16 10:00:00,8.29,IN,17,CC85-92
1714,2014-10-16 16:00:00,10.24,IN,17,CC 93-4418
1715,2014-10-16 18:00:00,3.38,IN,12,CC85-92
1716,2014-10-16 20:00:00,8,IN,17,CC 85-92
1717,2014-10-16 21:00:00,39.2,IN,17,CC 98-72
1718,2014-10-16 22:00:00,6.5,IN,10,CC85-92
1719,2014-10-17 16:00:00,12.19,IN,12,CC 85-92
1720,2014-10-17 17:00:00,10.75,IN,11,CC85-92
1721,2014-10-17 18:00:00,3.47,IN,17,CC 85-92
1722,2014-10-17 20:00:00,10.98,IN,17,CC 00-3079
1723,2014-10-20 13:00:00,8.02,IN,17,VARIAS
1724,2014-10-20 15:00:00,15.32,IN,17,CC 93-4418
1725,2014-10-20 16:00:00,2.6,IN,10,CC93-4181
1726,2014-10-21 17:00:00,1.5,IN,13,CC 8592
1727,2014-10-21 18:00:00,6,IN,26,CC 85-92
1728,2014-10-21 21:00:00,25.15,IN,9,CC93-4418
1729,2014-10-23 20:00:00,3.05,IN,17,CC 85-92
1730,2014-10-24 18:00:00,6.62,IN,12,CC44-18
1731,2014-10-25 19:00:00,21.2,IN,17,PR 61-632
1732,2014-10-26 12:00:00,4,IN,9,CC 01-1228
1733,2014-10-26 21:00:00,5.42,IN,12,CC85-92
1734,2014-10-26 22:00:00,7.39,IN,12,CC85-92
1735,2014-10-27 16:00:00,5.71,IN,23,CC85-92
1736,2014-10-27 19:00:00,11,IN,7,CC85-92
1737,2014-10-27 21:00:00,2,IN,7,CC85-92
1738,2014-10-28 18:00:00,16.19,IN,6,CC93-4418
1739,2014-10-28 20:00:00,0.97,IN,13,CC85-92
1740,2014-10-28 22:00:00,5.25,IN,17,CC 85-92
1741,2014-10-29 13:00:00,2.59,IN,13,CC06-783
1742,2014-10-29 18:00:00,18.37,IN,7,CC 85-92
1743,2014-10-29 19:00:00,4.41,IN,6,CC 8592
1744,2014-10-29 22:00:00,16,IN,17,CC 93-4418
1745,2014-10-30 17:00:00,3,IN,13,CC01-1940
1746,2014-10-30 22:00:00,13.98,IN,17,V 71-51
1747,2014-11-01 13:00:00,5.25,IN,7,CC93-4418
1748,2014-11-01 19:00:00,2.45,IN,7,CC93-4418
1749,2014-11-02 15:00:00,7.8,IN,10,CC 8592
1750,2014-11-02 18:00:00,3.78,IN,17,CC 93-4418
1751,2014-11-03 15:00:00,3.64,IN,17,CC85-92
1752,2014-11-03 17:00:00,41.27,IN,9,CC85-92
1753,2014-11-04 14:00:00,6.8,IN,13,CC 8592
1754,2014-11-04 15:00:00,5.44,IN,6,CC85-92
1755,2014-11-04 18:00:00,3.3,IN,18,CC 8592
1756,2014-11-04 20:00:00,5.01,IN,13,CC85-92
1757,2014-11-04 21:00:00,6.41,IN,17,MZC 84-04
1758,2014-11-05 16:00:00,13.41,IN,6,CC85-92
1759,2014-11-05 17:00:00,8.3,IN,12,SP19-49
1760,2014-11-05 20:00:00,10.3,IN,9,CC93-4418
1761,2014-11-06 02:00:00,2.67,IN,10,CC01-1940
1762,2014-11-06 18:00:00,7.81,IN,6,CC 85-92
1763,2014-11-06 20:00:00,15.4,IN,17,CC 98-72
1764,2014-11-07 12:00:00,24.5,IN,8,CC85-92
1765,2014-11-07 18:00:00,3.82,IN,18,CC 8592
1766,2014-11-07 19:00:00,4,IN,17,CC 85-92
1767,2014-11-08 18:00:00,20.2,IN,12,CC85-92
1768,2014-11-08 20:00:00,6.37,IN,23,CC85-92
1769,2014-11-09 19:00:00,1.91,IN,17,CC 85-92
1770,2014-11-09 21:00:00,0.5,IN,9,V71-51
1771,2014-11-11 20:00:00,0.54,IN,17,CC 85-92
1772,2014-11-11 21:00:00,2.2,IN,17,CC85-92
1773,2014-11-11 22:00:00,3.99,IN,7,CC85-92
1774,2014-11-13 20:00:00,3.85,IN,23,CC93-3826
1775,2014-11-14 17:00:00,9.24,IN,23,CC85-92
1776,2014-11-14 18:00:00,9.17,IN,23,CC85-92
